Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-01-01,45.99563333333333,2.3751333333333333,241.03667361111115,7.978611111111111,2.4610000000000003,2.739,12.355
2008-01-02,27.401766666666667,1.8611,242.41745138888888,4.770416666666667,0.0,3.0940000000000003,8.987
2008-01-03,25.168466666666667,2.0197000000000003,243.0774583333333,4.401666666666666,1.13,0.846,6.670999999999999
2008-01-04,38.19753333333333,2.2784333333333335,241.27338194444442,6.715138888888889,1.241,5.3260000000000005,11.752
2008-01-05,36.38746666666667,2.1577333333333337,238.82294444444446,6.446805555555556,2.113,0.28600000000000003,14.591000000000001
2008-01-06,30.419733333333337,1.9493,239.40729166666668,5.390138888888889,1.966,2.4450000000000003,7.824
2008-01-07,28.263566666666666,1.9362,240.74393750000002,4.915277777777778,1.2879999999999998,0.28200000000000003,10.293999999999999
2008-01-08,34.05916666666666,2.1242,240.82180555555558,5.989999999999999,2.197,3.5110000000000006,9.793
2008-01-09,29.807333333333336,2.0889333333333333,241.2586388888889,5.231944444444444,1.162,0.28400000000000003,8.963
2008-01-10,31.56793333333333,2.0084,240.80713888888886,5.5945833333333335,1.307,0.28500000000000003,9.992
2008-01-11,28.430300000000003,1.5914000000000001,240.41004861111108,4.963472222222222,1.2610000000000001,0.29,7.997
2008-01-12,47.85679999999999,2.712066666666667,239.96018055555558,8.523888888888889,5.594,2.6210000000000004,11.116000000000001
2008-01-13,48.05121423481037,2.41094535366356,239.75229545422266,8.447658602939628,6.489774740209441,0.3313848004866675,9.373365909392563
2008-01-14,33.748866666666665,2.0018333333333334,240.29900694444444,6.014583333333333,5.917999999999999,0.339,9.738
2008-01-15,44.781866666666666,1.8857333333333333,240.70948611111115,7.891250000000001,0.782,6.883,14.512
2008-01-16,35.59753333333333,2.148833333333333,240.42214583333333,6.319583333333334,1.162,3.43,9.391
2008-01-17,26.204700000000003,1.9453,241.62799305555555,4.6450000000000005,1.0070000000000001,0.35000000000000003,8.657
2008-01-18,36.449799999999996,1.9881666666666666,239.93293055555557,6.432222222222223,1.0340000000000003,0.8460000000000001,14.983
2008-01-19,33.0051,2.2497000000000003,239.60592361111108,5.828888888888889,2.521,6.054,8.015000000000002
2008-01-20,29.006133333333334,2.3102333333333336,239.94454166666668,5.148888888888889,1.775,0.38,4.9399999999999995
2008-01-21,30.9833,2.04,239.56475,5.519027777777778,0.0,0.376,10.447
2008-01-22,38.7503,2.391033333333333,240.09477777777778,6.92875,4.67,7.640000000000001,7.5520000000000005
2008-01-23,31.371800000000004,1.7997333333333332,240.90704861111112,5.520277777777777,1.116,0.387,13.358999999999998
2008-01-24,27.417033333333332,1.7384333333333333,240.77922916666665,4.887916666666667,1.1069999999999998,0.32000000000000006,5.935
2008-01-25,37.330933333333334,1.9937666666666667,240.70544444444442,6.544027777777779,0.0,2.421,11.408999999999999
2008-01-26,47.24979999999999,2.807033333333333,239.7602083333333,8.366666666666667,4.925,0.311,15.606000000000002
2008-01-27,39.6961,2.345966666666667,241.30367361111115,6.984861111111112,3.725,3.818,7.366999999999999
2008-01-28,38.46993333333333,1.7972666666666668,240.46677777777776,6.769583333333334,1.142,0.28,12.792
2008-01-29,44.6004,1.9529333333333334,240.62310416666668,7.842222222222223,1.4869999999999999,6.198999999999999,11.077
2008-01-30,27.3441,1.941166666666667,241.61465277777776,4.826388888888889,0.0,0.261,7.261
2008-01-31,32.56536666666666,2.292933333333333,241.88574999999997,5.793333333333333,1.165,0.267,9.437000000000001
2008-02-01,25.577533333333335,2.9875,240.36027083333335,4.5176388888888885,0.33599999999999997,0.27999999999999997,7.241
2008-02-02,48.95972625148442,3.8554021546658577,240.29125188866092,8.647779869524523,6.270141011306352,2.754462517850172,15.20107107014887
2008-02-03,34.742799999999995,2.5618,240.34072222222224,6.135694444444444,2.319,4.4350000000000005,8.451999999999998
2008-02-04,27.135633333333335,1.7339,240.25520833333334,4.777222222222223,1.161,0.252,9.531
2008-02-05,41.2076,2.5464333333333333,240.97691666666668,7.2105555555555565,1.098,7.803000000000002,13.716999999999999
2008-02-06,27.825666666666663,1.9043333333333332,238.41371527777778,4.9336111111111105,2.114,0.35600000000000004,8.428
2008-02-07,25.30516666666667,1.8117666666666667,241.07054861111112,4.439305555555555,0.0,0.29500000000000004,8.089
2008-02-08,32.5094,1.9849,240.43311805555555,5.747222222222222,0.94,1.9209999999999996,9.563
2008-02-09,35.037933333333335,2.4088,241.7645069444444,6.09,2.05,2.8379999999999996,10.293
2008-02-10,36.4119,2.5289333333333337,241.2752013888889,6.396805555555555,2.5620000000000003,2.955,10.128000000000002
2008-02-11,28.20026666666667,1.7041,241.69219444444445,4.931805555555556,1.018,0.29700000000000004,8.93
2008-02-12,33.12996666666667,2.1824333333333334,239.50915277777779,5.847083333333333,2.0090000000000003,1.856,12.138000000000002
2008-02-13,31.674966666666666,2.1413,241.20309722222223,5.5801388888888885,2.5300000000000002,3.615,7.568000000000001
2008-02-14,26.7437,1.8941,240.7648194444444,4.68375,1.2999999999999998,0.29100000000000004,9.299000000000001
2008-02-15,33.42013333333333,1.7992000000000004,241.8906041666667,5.78125,1.109,1.723,13.417
2008-02-16,39.1158,2.3165666666666667,241.08755555555553,6.893888888888889,1.076,2.36,11.599
2008-02-17,32.2228,2.001266666666667,242.46983333333333,5.654444444444445,3.182,2.257,6.049
2008-02-18,25.240066666666667,1.6995333333333333,242.06393055555554,4.37625,0.0,0.251,10.344999999999999
