,train,test,mse,id,row
0,637.5233974806118,491.796875,21.45430412683541,0,0
1,618.9786217471765,474.64410981677827,21.45430412683541,0,1
2,597.1885094275841,453.7809535435268,21.45430412683541,0,2
3,571.8487519391144,428.9569178989955,21.45430412683541,0,3
4,541.5681974716093,400.37909516834077,21.45430412683541,0,4
5,504.51884093418516,368.2407488141741,21.45430412683541,0,5
6,466.72770722590667,332.96350824265255,21.45430412683541,0,6
7,423.92154698261265,295.3670087541853,21.45430412683541,0,7
8,381.5670188372825,257.2431175595238,21.45430412683541,0,8
9,337.29290573995775,221.82765270414808,21.45430412683541,0,9
10,301.4151452033074,191.89510091145834,21.45430412683541,0,10
11,270.00531223842074,167.8296857561384,21.45430412683541,0,11
12,246.7798144069201,148.34241521926154,21.45430412683541,0,12
13,226.00191668276386,132.14512561616442,21.45430412683541,0,13
14,205.6500978202028,118.30246044340588,21.45430412683541,0,14
15,185.64739809513674,106.48102315266927,21.45430412683541,0,15
16,176.09396110786187,96.38225591750373,21.45430412683541,0,16
17,161.49281036227904,87.70380074637276,21.45430412683541,0,17
18,151.5136955643166,80.17003086635044,21.45430412683541,0,18
19,141.25985975812787,73.61355445498512,21.45430412683541,0,19
20,134.75774996504825,67.88702755882626,21.45430412683541,0,20
21,125.03637325487148,62.904934474400115,21.45430412683541,0,21
22,117.75182603363298,58.55635506766183,21.45430412683541,0,22
23,113.2748284904657,54.78495207287016,21.45430412683541,0,23
24,108.79553869151952,51.51006971086775,21.45430412683541,0,24
25,101.49230345934447,48.67785244896298,21.45430412683541,0,25
26,98.22746211646968,46.26081811814081,21.45430412683541,0,26
27,93.14971278729747,44.20116460890997,21.45430412683541,0,27
28,91.67512623993032,42.4658199491955,21.45430412683541,0,28
29,86.15282884069124,41.00410643078032,21.45430412683541,0,29
30,84.9947264954284,39.772430056617374,21.45430412683541,0,30
31,80.05527731554267,38.74129122779483,21.45430412683541,0,31
32,79.59053020919781,37.896776835123696,21.45430412683541,0,32
33,79.13553081647525,37.205916268484934,21.45430412683541,0,33
34,77.11807371845175,36.64156559535435,21.45430412683541,0,34
35,75.56788224207467,36.17526699247814,21.45430412683541,0,35
36,72.46413803100586,35.78595479329427,21.45430412683541,0,36
37,71.97521772373,35.454747336251394,21.45430412683541,0,37
38,71.46474974263137,35.161526271275115,21.45430412683541,0,38
39,70.17274660010332,34.88946969168527,21.45430412683541,0,39
40,68.3537957374284,34.628978002639045,21.45430412683541,0,40
41,66.52039360912728,34.373820350283665,21.45430412683541,0,41
42,67.64091535714957,34.10820915585472,21.45430412683541,0,42
43,66.8341733655359,33.82008289155506,21.45430412683541,0,43
44,65.74831114874945,33.50905454726446,21.45430412683541,0,44
45,64.90632678068019,33.18574814569382,21.45430412683541,0,45
46,66.11369252699781,32.85940933227539,21.45430412683541,0,46
47,62.693273220597895,32.557752336774556,21.45430412683541,0,47
48,60.87172245542645,32.280035563877654,21.45430412683541,0,48
49,62.5660526010143,31.98417636326381,21.45430412683541,0,49
50,59.59380156827934,31.688302448817662,21.45430412683541,0,50
51,61.09566149868808,31.429123742239817,21.45430412683541,0,51
52,59.23970038492019,31.178661437261674,21.45430412683541,0,52
53,59.79458848489801,30.954261234828405,21.45430412683541,0,53
54,58.63717490674812,30.729000636509486,21.45430412683541,0,54
55,58.95484954824669,30.50326056707473,21.45430412683541,0,55
56,57.22836898505615,30.275544211978005,21.45430412683541,0,56
57,58.73895346812713,30.058157966250466,21.45430412683541,0,57
58,57.41478020338494,29.83788572038923,21.45430412683541,0,58
59,55.13235126164661,29.646099272228422,21.45430412683541,0,59
60,53.97319938790085,29.4990660349528,21.45430412683541,0,60
61,54.03125508393415,29.36783845084054,21.45430412683541,0,61
62,56.76666833600427,29.1957331157866,21.45430412683541,0,62
63,55.14199264815148,29.00253541128976,21.45430412683541,0,63
64,55.0900013170254,28.786991482689267,21.45430412683541,0,64
65,54.545758437178804,28.593284061976842,21.45430412683541,0,65
66,52.702189511868546,28.44105139232817,21.45430412683541,0,66
67,54.02215502579425,28.29815610249837,21.45430412683541,0,67
68,52.13787449381436,28.17951792762393,21.45430412683541,0,68
69,51.60612380664718,28.03742772056943,21.45430412683541,0,69
70,51.59466341738299,27.864180973597936,21.45430412683541,0,70
71,51.814187987237915,27.686519622802734,21.45430412683541,0,71
72,49.71242923992749,27.515165238153365,21.45430412683541,0,72
